epoch_from,epoch_to,metric,rank_correlation,p_value
21,22,latent_error,0.8183241983241984,2.8468202499819696e-242
21,22,variance,0.9713266820686223,0.0
21,22,entropy,1.0,0.0
21,22,edge_density,1.0,0.0
21,22,entropy_diff,0.49182036709951693,4.968996095607598e-62
21,22,edge_diff,0.3365079125079125,6.726166606069112e-28
22,23,latent_error,0.7765416925416926,1.99066608992815e-202
22,23,variance,0.9708113773735481,0.0
22,23,entropy,1.0,0.0
22,23,edge_density,1.0,0.0
22,23,entropy_diff,0.5001321291345074,2.0857973174404434e-64
22,23,edge_diff,0.32514950514950514,4.691762549354201e-26
23,24,latent_error,0.8028486348486349,2.11914720091497e-226
23,24,variance,0.9694632300051784,0.0
23,24,entropy,1.0,0.0
23,24,edge_density,1.0,0.0
23,24,entropy_diff,0.48427388953799794,6.286649692214351e-60
23,24,edge_diff,0.32486277686277687,5.21042030092692e-26
24,25,latent_error,0.7771151251151251,6.483069481927454e-203
24,25,variance,0.9725865182575564,0.0
24,25,entropy,1.0,0.0
24,25,edge_density,1.0,0.0
24,25,entropy_diff,0.4835212396751856,1.012068148914619e-59
24,25,edge_diff,0.28525632925632927,3.541224173292637e-20
25,26,latent_error,0.8188223908223908,8.286602053766768e-243
25,26,variance,0.9536122124989058,0.0
25,26,entropy,1.0,0.0
25,26,edge_density,1.0,0.0
25,26,entropy_diff,0.49378762067579784,1.37903840524878e-62
25,26,edge_diff,0.26950678831530867,4.213786477272942e-18
26,27,latent_error,0.8039954039954041,1.5816646146234465e-227
26,27,variance,0.9550217454025284,0.0
26,27,entropy,1.0,0.0
26,27,edge_density,1.0,0.0
26,27,entropy_diff,0.4688831927297398,8.436252876076233e-56
26,27,edge_diff,0.3138485547901005,2.6874337758615708e-24
27,28,latent_error,0.8356916116916119,5.374062048993053e-262
27,28,variance,0.963232081908437,0.0
27,28,entropy,1.0,0.0
27,28,edge_density,1.0,0.0
27,28,entropy_diff,0.5088365075220742,5.7374164173167574e-67
27,28,edge_diff,0.31062518955706514,8.261902203438845e-24
28,29,latent_error,0.7425543465543467,6.535232005453244e-176
28,29,variance,0.9592659820439616,0.0
28,29,entropy,1.0,0.0
28,29,edge_density,1.0,0.0
28,29,entropy_diff,0.4770268181822205,5.865340288708411e-58
28,29,edge_diff,0.3219711709370845,1.490643079456588e-25
29,30,latent_error,0.7552038712038712,2.8628589806445985e-185
29,30,variance,0.9673163072377453,0.0
29,30,entropy,1.0,0.0
29,30,edge_density,1.0,0.0
29,30,entropy_diff,0.5522314001715654,6.64049334432937e-81
29,30,edge_diff,0.35943461943461946,7.323845006256798e-32
30,31,latent_error,0.7610876810876811,8.058575918379621e-190
30,31,variance,0.9582995005480797,0.0
30,31,entropy,1.0,0.0
30,31,edge_density,1.0,0.0
30,31,entropy_diff,0.5506754442396286,2.2794425026969747e-80
30,31,edge_diff,0.30222105912772235,1.4474605824816867e-22
31,32,latent_error,0.7864914904914905,4.294956508320444e-211
31,32,variance,0.9578327545677372,0.0
31,32,entropy,1.0,0.0
31,32,edge_density,1.0,0.0
31,32,entropy_diff,0.5341208169397165,7.688585786777412e-75
31,32,edge_diff,0.3142102120954734,2.367213149375798e-24
32,33,latent_error,0.8166924846924848,1.5789716397646076e-240
32,33,variance,0.9624281028645243,0.0
32,33,entropy,1.0,0.0
32,33,edge_density,1.0,0.0
32,33,entropy_diff,0.5051546487319685,7.093196838320456e-66
32,33,edge_diff,0.256521221290785,1.7216522843379451e-16
33,34,latent_error,0.817858741858742,8.987462514613427e-242
33,34,variance,0.9605597033764945,0.0
33,34,entropy,1.0,0.0
33,34,edge_density,1.0,0.0
33,34,entropy_diff,0.4683773325927287,1.1436101326487886e-55
33,34,edge_diff,0.26589256989256993,1.2081088553484789e-17
34,35,latent_error,0.8805551205551206,0.0
34,35,variance,0.9601722524994871,0.0
34,35,entropy,1.0,0.0
34,35,edge_density,1.0,0.0
34,35,entropy_diff,0.5301291056714296,1.4906778138601107e-73
34,35,edge_diff,0.31269846069846075,4.018419658757425e-24
35,36,latent_error,0.8872962472962473,0.0
35,36,variance,0.9623536361113061,0.0
35,36,entropy,1.0,0.0
35,36,edge_density,1.0,0.0
35,36,entropy_diff,0.5392628353517779,1.590967267378268e-76
35,36,edge_diff,0.33887587487587495,2.7137962310040348e-28
36,37,latent_error,0.875839691839692,4.805984e-318
36,37,variance,0.96155728886532,0.0
36,37,entropy,1.0,0.0
36,37,edge_density,1.0,0.0
36,37,entropy_diff,0.5156698874049357,4.96597273731655e-69
36,37,edge_diff,0.3154635404099311,1.522988664627594e-24
37,38,latent_error,0.8635181781087328,5.816482868672351e-299
37,38,variance,0.9552857347491637,0.0
37,38,entropy,1.0,0.0
37,38,edge_density,1.0,0.0
37,38,entropy_diff,0.5061683422423624,3.5603120461363573e-66
37,38,edge_diff,0.3198615688211535,3.1863764502737075e-25
38,39,latent_error,0.8527206452788073,1.0262458942089679e-283
38,39,variance,0.95118376115862,0.0
38,39,entropy,1.0,0.0
38,39,edge_density,1.0,0.0
38,39,entropy_diff,0.47726995042899967,5.0462612944911735e-58
38,39,edge_diff,0.2944442713276042,1.8859393585851506e-21
39,40,latent_error,0.8786014706014706,1.4e-322
39,40,variance,0.9609619080249937,0.0
39,40,entropy,1.0,0.0
39,40,edge_density,1.0,0.0
39,40,entropy_diff,0.5167497387019816,2.3212869580178273e-69
39,40,edge_diff,0.3225612595289433,1.2039774160744966e-25
40,41,latent_error,0.8515617715617715,3.756517805425233e-282
40,41,variance,0.9581666074136063,0.0
40,41,entropy,1.0,0.0
40,41,edge_density,1.0,0.0
40,41,entropy_diff,0.4597454654001202,1.9012761421215546e-53
40,41,edge_diff,0.3651136971136971,6.785547514157571e-33
41,42,latent_error,0.8455987255987256,2.5955041521635316e-274
41,42,variance,0.9568346150576382,0.0
41,42,entropy,1.0,0.0
41,42,edge_density,1.0,0.0
41,42,entropy_diff,0.525089023814825,5.95241890041049e-72
41,42,edge_diff,0.30702209502209504,2.852168393952963e-23
42,43,latent_error,0.8803507123507125,0.0
42,43,variance,0.9481794830912522,0.0
42,43,entropy,1.0,0.0
42,43,edge_density,1.0,0.0
42,43,entropy_diff,0.47522459177863435,1.7818392606217452e-57
42,43,edge_diff,0.28526681812261856,3.5296049943176584e-20
43,44,latent_error,0.879917871917872,0.0
43,44,variance,0.9464511906479586,0.0
43,44,entropy,1.0,0.0
43,44,edge_density,1.0,0.0
43,44,entropy_diff,0.4929861068177733,2.327161737794157e-62
43,44,edge_diff,0.3411757501992775,1.1153991529086024e-28
44,45,latent_error,0.8545302625302625,3.488682991018444e-286
44,45,variance,0.9461806923734026,0.0
44,45,entropy,1.0,0.0
44,45,edge_density,1.0,0.0
44,45,entropy_diff,0.5210083119494864,1.1261238069350846e-70
44,45,edge_diff,0.31642900042900046,1.0827412417256547e-24
45,46,latent_error,0.8631666951666951,1.9113651440251715e-298
45,46,variance,0.9570601794160821,0.0
45,46,entropy,1.0,0.0
45,46,edge_density,1.0,0.0
45,46,entropy_diff,0.4834229910251428,1.0768756082485332e-59
45,46,edge_diff,0.27819932619932625,3.1318160344845875e-19
46,47,latent_error,0.8957102957102957,0.0
46,47,variance,0.9551734472320895,0.0
46,47,entropy,1.0,0.0
46,47,edge_density,1.0,0.0
46,47,entropy_diff,0.46831784215251687,1.1852284621616473e-55
46,47,edge_diff,0.3001596190600979,2.8805334806301183e-22
47,48,latent_error,0.8996739236739238,0.0
47,48,variance,0.9585653344465983,0.0
47,48,entropy,1.0,0.0
47,48,edge_density,1.0,0.0
47,48,entropy_diff,0.489512074854756,2.212365012390578e-61
47,48,edge_diff,0.31267167760969267,4.0561584526885605e-24
48,49,latent_error,0.9060866700866703,0.0
48,49,variance,0.9616540991939484,0.0
48,49,entropy,1.0,0.0
48,49,edge_density,1.0,0.0
48,49,entropy_diff,0.4724127891679345,9.95501435242498e-57
48,49,edge_diff,0.3332489012489013,2.3157945288413303e-27
49,50,latent_error,0.8972633372633373,0.0
49,50,variance,0.9585017826303203,0.0
49,50,entropy,1.0,0.0
49,50,edge_density,1.0,0.0
49,50,entropy_diff,0.43248163945608864,7.741981174382109e-47
49,50,edge_diff,0.31323321723321723,3.333595397249104e-24
50,51,latent_error,0.9136320496320496,0.0
50,51,variance,0.9567656205982925,0.0
50,51,entropy,1.0,0.0
50,51,edge_density,1.0,0.0
50,51,entropy_diff,0.4752784794076566,1.7237766554151686e-57
50,51,edge_diff,0.2724914004914005,1.744448213658517e-18
51,52,latent_error,0.9091213891213892,0.0
51,52,variance,0.9549500401391409,0.0
51,52,entropy,1.0,0.0
51,52,edge_density,1.0,0.0
51,52,entropy_diff,0.4990329550213505,4.338960016794405e-64
51,52,edge_diff,0.29913866313866316,4.0420249527771954e-22
52,53,latent_error,0.869012177012177,3.1317276101463075e-307
52,53,variance,0.9655301895995047,0.0
52,53,entropy,1.0,0.0
52,53,edge_density,1.0,0.0
52,53,entropy_diff,0.48542611870751046,3.0258248616482304e-60
52,53,edge_diff,0.34828425628425635,6.811446482126396e-30
53,54,latent_error,0.8673123153123153,1.2407626763774164e-304
53,54,variance,0.9639868440144886,0.0
53,54,entropy,1.0,0.0
53,54,edge_density,1.0,0.0
53,54,entropy_diff,0.4981247445853642,7.931556548522851e-64
53,54,edge_diff,0.3743029474258563,1.30395859801993e-34
54,55,latent_error,0.9161647121647121,0.0
54,55,variance,0.9576343768717955,0.0
54,55,entropy,1.0,0.0
54,55,edge_density,1.0,0.0
54,55,entropy_diff,0.49216772555024146,3.964943916478986e-62
54,55,edge_diff,0.35660998567981567,2.3489546470950326e-31
55,56,latent_error,0.9086360726360726,0.0
55,56,variance,0.9493783744671853,0.0
55,56,entropy,1.0,0.0
55,56,edge_density,1.0,0.0
55,56,entropy_diff,0.44435236635153774,1.2151542418153976e-49
55,56,edge_diff,0.33728168528168534,5.004217037444779e-28
56,57,latent_error,0.8936216696216698,0.0
56,57,variance,0.9485073952715726,0.0
56,57,entropy,1.0,0.0
56,57,edge_density,1.0,0.0
56,57,entropy_diff,0.5123047599893313,5.219822529698226e-68
56,57,edge_diff,0.3268903228903229,2.476374940094615e-26
57,58,latent_error,0.9032552672552673,0.0
57,58,variance,0.9551459909349327,0.0
57,58,entropy,1.0,0.0
57,58,edge_density,1.0,0.0
57,58,entropy_diff,0.4934428858051864,1.727395324875736e-62
57,58,edge_diff,0.3257157257157257,3.813010024674975e-26
58,59,latent_error,0.9125735045735046,0.0
58,59,variance,0.9608160721107615,0.0
58,59,entropy,1.0,0.0
58,59,edge_density,1.0,0.0
58,59,entropy_diff,0.4649440225233509,8.89630126531301e-55
58,59,edge_diff,0.3075422955422956,2.387528080001095e-23
59,60,latent_error,0.8964281124281125,0.0
59,60,variance,0.9537882949564842,0.0
59,60,entropy,1.0,0.0
59,60,edge_density,1.0,0.0
59,60,entropy_diff,0.4806826175667133,6.032508662193692e-59
59,60,edge_diff,0.3395091395091396,2.126066903158817e-28
60,61,latent_error,0.8944326784326786,0.0
60,61,variance,0.9546710904472097,0.0
60,61,entropy,1.0,0.0
60,61,edge_density,1.0,0.0
60,61,entropy_diff,0.47418546303057585,3.371359226123583e-57
60,61,edge_diff,0.35131489531489535,2.0229822846056003e-30
61,62,latent_error,0.9195890955890956,0.0
61,62,variance,0.9647656623915233,0.0
61,62,entropy,1.0,0.0
61,62,edge_density,1.0,0.0
61,62,entropy_diff,0.47537691422917583,1.622531432353878e-57
61,62,edge_diff,0.31382379876527017,2.7108575680382458e-24
62,63,latent_error,0.9340751140751141,0.0
62,63,variance,0.9608509969718448,0.0
62,63,entropy,1.0,0.0
62,63,edge_density,1.0,0.0
62,63,entropy_diff,0.49728780376339404,1.380625408641769e-63
62,63,edge_diff,0.32830249728740485,1.4701403319555176e-26
63,64,latent_error,0.9167037407037407,0.0
63,64,variance,0.9538761493540623,0.0
63,64,entropy,1.0,0.0
63,64,edge_density,1.0,0.0
63,64,entropy_diff,0.5119787047302576,6.546956128266247e-68
63,64,edge_diff,0.3632390552390553,1.496002254720741e-32
64,65,latent_error,0.8959240999241,0.0
64,65,variance,0.961907376993154,0.0
64,65,entropy,1.0,0.0
64,65,edge_density,1.0,0.0
64,65,entropy_diff,0.4860022256662791,2.097021945636481e-60
64,65,edge_diff,0.32520723720723727,4.593686918234544e-26
65,66,latent_error,0.9043254643254645,0.0
65,66,variance,0.9632783872869036,0.0
65,66,entropy,1.0,0.0
65,66,edge_density,1.0,0.0
65,66,entropy_diff,0.47473785028313165,2.402746401635647e-57
65,66,edge_diff,0.344941928941929,2.5588559366355507e-29
66,67,latent_error,0.9251136971136973,0.0
66,67,variance,0.9638664958908911,0.0
66,67,entropy,1.0,0.0
66,67,edge_density,1.0,0.0
66,67,entropy_diff,0.479202894266155,1.5197084545935067e-58
66,67,edge_diff,0.3431503991503992,5.167596301313501e-29
67,68,latent_error,0.913833181833182,0.0
67,68,variance,0.9695608106476349,0.0
67,68,entropy,1.0,0.0
67,68,edge_density,1.0,0.0
67,68,entropy_diff,0.48357555173063826,9.779232670393224e-60
67,68,edge_diff,0.30297930988824784,1.1221965457303417e-22
68,69,latent_error,0.9250969330969331,0.0
68,69,variance,0.9683422844875262,0.0
68,69,entropy,1.0,0.0
68,69,edge_density,1.0,0.0
68,69,entropy_diff,0.5121412975783843,5.84779463844298e-68
68,69,edge_diff,0.3595644797218666,6.939801174647982e-32
69,70,latent_error,0.9227311667311667,0.0
69,70,variance,0.9627332151742133,0.0
69,70,entropy,1.0,0.0
69,70,edge_density,1.0,0.0
69,70,entropy_diff,0.4984431108917336,6.421192127779716e-64
69,70,edge_diff,0.3205319794935755,2.5045823509281885e-25
70,71,latent_error,0.9075342075342077,0.0
70,71,variance,0.9610606685933964,0.0
70,71,entropy,1.0,0.0
70,71,edge_density,1.0,0.0
70,71,entropy_diff,0.4664124728078973,3.710165583002166e-55
70,71,edge_diff,0.3509252309252309,2.3664993686235598e-30
71,72,latent_error,0.9440714360714361,0.0
71,72,variance,0.9668638800686135,0.0
71,72,entropy,1.0,0.0
71,72,edge_density,1.0,0.0
71,72,entropy_diff,0.4283818862373232,6.787840063692702e-46
71,72,edge_diff,0.31293849693849696,3.6953316939968604e-24
72,73,latent_error,0.9282303162303164,0.0
72,73,variance,0.9714856308012861,0.0
72,73,entropy,1.0,0.0
72,73,edge_density,1.0,0.0
72,73,entropy_diff,0.4478056545227394,1.769177631421267e-50
72,73,edge_diff,0.3285796005796006,1.3267285826166226e-26
73,74,latent_error,0.9283120243120243,0.0
73,74,variance,0.9690393866678593,0.0
73,74,entropy,1.0,0.0
73,74,edge_density,1.0,0.0
73,74,entropy_diff,0.4468079495100687,3.0941594601625384e-50
73,74,edge_diff,0.30791650391650394,2.100385682230954e-23
74,75,latent_error,0.9350338310338311,0.0
74,75,variance,0.9599557885953907,0.0
74,75,entropy,1.0,0.0
74,75,edge_density,1.0,0.0
74,75,entropy_diff,0.48965491406180833,2.0177409364309657e-61
74,75,edge_diff,0.29744324144324147,7.073253119413354e-22
75,76,latent_error,0.9217870537870537,0.0
75,76,variance,0.9713675061098138,0.0
75,76,entropy,1.0,0.0
75,76,edge_density,1.0,0.0
75,76,entropy_diff,0.5250962809727252,5.921164427081143e-72
75,76,edge_diff,0.3437719408032566,4.0514929465194063e-29
76,77,latent_error,0.9117007917007919,0.0
76,77,variance,0.9665448055411497,0.0
76,77,entropy,1.0,0.0
76,77,edge_density,1.0,0.0
76,77,entropy_diff,0.5158870982683886,4.26250773933489e-69
76,77,edge_diff,0.31097026283608437,7.330829359081826e-24
77,78,latent_error,0.9348337336382349,0.0
77,78,variance,0.9670097460200385,0.0
77,78,entropy,1.0,0.0
77,78,edge_density,1.0,0.0
77,78,entropy_diff,0.5292346235239584,2.88103261432618e-73
77,78,edge_diff,0.3422306232573152,7.399949638235271e-29
78,79,latent_error,0.9233662521363509,0.0
78,79,variance,0.9667058914062443,0.0
78,79,entropy,1.0,0.0
78,79,edge_density,1.0,0.0
78,79,entropy_diff,0.4799314331304047,9.648179752026925e-59
78,79,edge_diff,0.3343948783948784,1.5018699199823687e-27
79,80,latent_error,0.9307060267060268,0.0
79,80,variance,0.9709443104213079,0.0
79,80,entropy,1.0,0.0
79,80,edge_density,1.0,0.0
79,80,entropy_diff,0.48421936148265193,6.507559853296795e-60
79,80,edge_diff,0.3307058827058827,6.014502403557536e-27
80,81,latent_error,0.9348750828750828,0.0
80,81,variance,0.9651860921416748,0.0
80,81,entropy,1.0,0.0
80,81,edge_density,1.0,0.0
80,81,entropy_diff,0.4978385338125963,9.588537331968502e-64
80,81,edge_diff,0.338977970977971,2.6091815663979745e-28
81,82,latent_error,0.9229827829827829,0.0
81,82,variance,0.9635425915582414,0.0
81,82,entropy,1.0,0.0
81,82,edge_density,1.0,0.0
81,82,entropy_diff,0.49950991200550127,3.1585757625266927e-64
81,82,edge_diff,0.3134097254097254,3.1339610214636137e-24
82,83,latent_error,0.9267995427995428,0.0
82,83,variance,0.9648971231599627,0.0
82,83,entropy,1.0,0.0
82,83,edge_density,1.0,0.0
82,83,entropy_diff,0.47665919037910076,7.361488042749707e-58
82,83,edge_diff,0.33783040983040985,4.055428041491524e-28
83,84,latent_error,0.9117758997758998,0.0
83,84,variance,0.9417012466518692,0.0
83,84,entropy,1.0,0.0
83,84,edge_density,1.0,0.0
83,84,entropy_diff,0.461064811363978,8.784458083145127e-54
83,84,edge_diff,0.3570383010383011,1.9699475342534893e-31
84,85,latent_error,0.9257276297276298,0.0
84,85,variance,0.9673123174297501,0.0
84,85,entropy,1.0,0.0
84,85,edge_density,1.0,0.0
84,85,entropy_diff,0.47334324786342624,5.64369808960275e-57
84,85,edge_diff,0.3418795738795739,8.484150660322905e-29
85,86,latent_error,0.9292109332109334,0.0
85,86,variance,0.9695247177018853,0.0
85,86,entropy,1.0,0.0
85,86,edge_density,1.0,0.0
85,86,entropy_diff,0.5061210006760898,3.676977339354281e-66
85,86,edge_diff,0.3389199509199509,2.6681327905930382e-28
86,87,latent_error,0.9288058248058249,0.0
86,87,variance,0.9682702275087128,0.0
86,87,entropy,1.0,0.0
86,87,edge_density,1.0,0.0
86,87,entropy_diff,0.5049073764220986,8.389020608455931e-66
86,87,edge_diff,0.3297886977886978,8.467191536688227e-27
87,88,latent_error,0.9300915660915661,0.0
87,88,variance,0.9692401792251051,0.0
87,88,entropy,1.0,0.0
87,88,edge_density,1.0,0.0
87,88,entropy_diff,0.5105885061202716,1.7152280506112116e-67
87,88,edge_diff,0.3534805974805975,8.427046188351639e-31
88,89,latent_error,0.9361988881988884,0.0
88,89,variance,0.9678102308445378,0.0
88,89,entropy,1.0,0.0
88,89,edge_density,1.0,0.0
88,89,entropy_diff,0.4762300205160907,9.594097484757342e-58
88,89,edge_diff,0.35390606990606993,7.089406604157343e-31
89,90,latent_error,0.942952314952315,0.0
89,90,variance,0.9687975945807008,0.0
89,90,entropy,1.0,0.0
89,90,edge_density,1.0,0.0
89,90,entropy_diff,0.4792320935451825,1.4923174175580483e-58
89,90,edge_diff,0.3211718491718492,1.9892516873503965e-25
90,91,latent_error,0.9436541596541596,0.0
90,91,variance,0.9771608623386536,0.0
90,91,entropy,1.0,0.0
90,91,edge_density,1.0,0.0
90,91,entropy_diff,0.4881413794635001,5.3414129705517436e-61
90,91,edge_diff,0.30300185100185106,1.113724763576695e-22
91,92,latent_error,0.9322236470203179,0.0
91,92,variance,0.9703767603991936,0.0
91,92,entropy,1.0,0.0
91,92,edge_density,1.0,0.0
91,92,entropy_diff,0.45978350268025525,1.859507969478198e-53
91,92,edge_diff,0.34605512205512207,1.6495850623782238e-29
92,93,latent_error,0.9310236758167468,0.0
92,93,variance,0.9712073710844584,0.0
92,93,entropy,1.0,0.0
92,93,edge_density,1.0,0.0
92,93,entropy_diff,0.4628142917565062,3.1389828646245815e-54
92,93,edge_diff,0.35099733899733904,2.2988409983246398e-30
93,94,latent_error,0.9435901395901396,0.0
93,94,variance,0.9748323320773018,0.0
93,94,entropy,1.0,0.0
93,94,edge_density,1.0,0.0
93,94,entropy_diff,0.47204839112911695,1.2426929526672423e-56
93,94,edge_diff,0.3501746421746422,3.199202743310002e-30
94,95,latent_error,0.9321792441792442,0.0
94,95,variance,0.9549440007274886,0.0
94,95,entropy,1.0,0.0
94,95,edge_density,1.0,0.0
94,95,entropy_diff,0.5143371105091559,1.264747706238229e-68
94,95,edge_diff,0.2767603567603568,4.847190177004904e-19
95,96,latent_error,0.9313319953319954,0.0
95,96,variance,0.9615670144140249,0.0
95,96,entropy,1.0,0.0
95,96,edge_density,1.0,0.0
95,96,entropy_diff,0.5176089500315647,1.2649888940589858e-69
95,96,edge_diff,0.3257703977703978,3.737327964966807e-26
96,97,latent_error,0.9399031719031721,0.0
96,97,variance,0.9731651552796053,0.0
96,97,entropy,1.0,0.0
96,97,edge_density,1.0,0.0
96,97,entropy_diff,0.4640211357655795,1.5380483056469958e-54
96,97,edge_diff,0.2502064422064422,9.715973906338059e-16
97,98,latent_error,0.9386006306006307,0.0
97,98,variance,0.9749710734454659,0.0
97,98,entropy,1.0,0.0
97,98,edge_density,1.0,0.0
97,98,entropy_diff,0.5022160482426408,5.1637845019814324e-65
97,98,edge_diff,0.36536012936012935,6.113361497511532e-33
98,99,latent_error,0.9358020718020719,0.0
98,99,variance,0.9720664221446143,0.0
98,99,entropy,1.0,0.0
98,99,edge_density,1.0,0.0
98,99,entropy_diff,0.5265030184005637,2.128953839689495e-72
98,99,edge_diff,0.3583820743820744,1.1322383350635188e-31
99,100,latent_error,0.9480402240402241,0.0
99,100,variance,0.9768082510429238,0.0
99,100,entropy,1.0,0.0
99,100,edge_density,1.0,0.0
99,100,entropy_diff,0.5017968188291615,6.843488777395974e-65
99,100,edge_diff,0.3259131859131859,3.5466084209951107e-26
